organization_name,url,type,source_url,confidence_score,extraction_method,description
Nagaoka University of Technology,https://www.nagaokaut.ac.jp/,university,https://eduinsightspk.com/best-universities-in-japan/,1.0,link_analysis,Nagaoka University of Technology
University of Tsukuba,https://www.tsukuba.ac.jp/,university,https://eduinsightspk.com/best-universities-in-japan/,1.0,link_analysis,University of Tsukuba
Yokohama National University,https://www.ynu.ac.jp/,university,https://eduinsightspk.com/best-universities-in-japan/,1.0,link_analysis,Yokohama National University
Okayama University,https://www.okayama-u.ac.jp/,university,https://eduinsightspk.com/best-universities-in-japan/,1.0,link_analysis,Okayama University
Shibaura Institute of Technology,https://www.shibaura-it.ac.jp/,institute,https://eduinsightspk.com/best-universities-in-japan/,1.0,link_analysis,Shibaura Institute of Technology
Kyoto University,https://www.universityliving.com/blog/admission-guide/top-universities-in-japan/#Kyoto_University,university,https://www.universityliving.com/blog/admission-guide/top-universities-in-japan/,1.0,ner_guided,University identified by NER from search_result
Top Universities & Colleges,https://www.universityliving.com/blog/admission-guide/top-universities-in-austria/,university,https://www.universityliving.com/blog/admission-guide/top-universities-in-japan/,1.0,ner_guided,University identified by NER from search_result
Waseda University,https://www.sakalindiafoundation.com/blog/best-universities-in-japan-for-international-students/#9-waseda-university,university,https://www.sakalindiafoundation.com/blog/best-universities-in-japan-for-international-students/,1.0,ner_guided,University identified by NER from search_result
Kyoto University,https://www.sakalindiafoundation.com/blog/best-universities-in-japan-for-international-students/#2-kyoto-university,university,https://www.sakalindiafoundation.com/blog/best-universities-in-japan-for-international-students/,1.0,ner_guided,University identified by NER from search_result
the University of Tokyo,https://www.sakalindiafoundation.com/blog/best-universities-in-japan-for-international-students/#1-the-university-of-tokyo,university,https://www.sakalindiafoundation.com/blog/best-universities-in-japan-for-international-students/,1.0,ner_guided,University identified by NER from search_result
Meiji University,https://www.meiji.ac.jp/cip/english/,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,Meiji University Meiji UniversityPrivate research university110
Nagoya University,https://www.nagoya-u.ac.jp/,university,https://eduinsightspk.com/best-universities-in-japan/,1.0,link_analysis,Nagoya University
Chiba University,https://www.chiba-u.ac.jp/e/,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,Chiba University Chiba UniversityNational university16
Tohoku University,http://www.tohoku.ac.jp/en/,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,Tohoku University Tohoku UniversityPublic university6
Kyoto University,https://www.kyoto-u.ac.jp/en,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,Kyoto University Kyoto UniversityPublic university2
Kyushu University,https://www.kyushu-u.ac.jp/en/,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,Kyushu University Kyushu UniversityPublic university10
Osaka University,https://www.osaka-u.ac.jp/en,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,Osaka University Osaka UniversityPublic university3
Keio University,https://www.keio.ac.jp/en/,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,Keio University Keio UniversityPrivate university4
University of Tokyo,https://www.u-tokyo.ac.jp/en/,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,University of Tokyo University of TokyoPublic university1
Kobe University,https://www.kobe-u.ac.jp/en/index.html,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,Kobe University Kobe UniversityNational university14
University of Tsukuba,https://www.tsukuba.ac.jp/en/,university,https://shop.japantruly.com/blogs/learn/best-japanese-universities-international-students,1.0,link_analysis,University of Tsukuba University of TsukubaPublic university11
Tokyo Medical and Dental University,https://www.tmd.ac.jp/,university,https://eduinsightspk.com/best-universities-in-japan/,0.9999999999999999,link_analysis,Tokyo Medical and Dental University
Kyoei University,https://en.wikipedia.org/wiki/Kyoei_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nihon Institute of Medical Science,https://en.wikipedia.org/wiki/Nihon_Institute_of_Medical_Science,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Meikai University,https://en.wikipedia.org/wiki/Meikai_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Kagawa Nutrition University,https://en.wikipedia.org/wiki/Kagawa_Nutrition_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Hosei University,https://en.wikipedia.org/wiki/Hosei_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Musashino Gakuin University,https://en.wikipedia.org/wiki/Musashino_Gakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Hosen College of Childhood Education,https://en.wikipedia.org/w/index.php?title=Hosen_College_of_Childhood_Education&action=edit&redlink=1,college,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nippon Institute of Technology,https://en.wikipedia.org/wiki/Nippon_Institute_of_Technology,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nihon Pharmaceutical University,https://en.wikipedia.org/wiki/Nihon_Pharmaceutical_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Tokyo Institute of Technology,https://en.wikipedia.org/wiki/Tokyo_Institute_of_Technology,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Saitama Gakuen University,https://en.wikipedia.org/wiki/Saitama_Gakuen_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Saitama Institute of Technology,https://en.wikipedia.org/wiki/Saitama_Institute_of_Technology,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Saitama Medical University,https://en.wikipedia.org/wiki/Saitama_Medical_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Saitama Prefectural University,https://en.wikipedia.org/wiki/Saitama_Prefectural_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Saitama University,https://en.wikipedia.org/wiki/Saitama_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Seigakuin University,https://en.wikipedia.org/wiki/Seigakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shobi University,https://en.wikipedia.org/wiki/Shobi_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Surugadai University,https://en.wikipedia.org/wiki/Surugadai_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Toho College of Music,https://en.wikipedia.org/wiki/Toho_College_of_Music,college,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Hoshi University,https://en.wikipedia.org/wiki/Hoshi_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
International Christian University,https://en.wikipedia.org/wiki/International_Christian_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Tokyo International University,https://en.wikipedia.org/wiki/Tokyo_International_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shitennoji University,https://en.wikipedia.org/wiki/Shitennoji_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University of Comprehensive Children Education,https://en.wikipedia.org/wiki/Osaka_University_of_Comprehensive_Children_Education,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University of Economics,https://en.wikipedia.org/wiki/Osaka_University_of_Economics,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University of Economics and Law,https://en.wikipedia.org/wiki/Osaka_University_of_Economics_and_Law,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University of Health and Sport Sciences,https://en.wikipedia.org/wiki/Osaka_University_of_Health_and_Sport_Sciences,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University of Human Sciences,https://en.wikipedia.org/wiki/Osaka_University_of_Human_Sciences,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University of Tourism,https://en.wikipedia.org/wiki/Osaka_University_of_Tourism,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka Yukioka College of Health Science,https://en.wikipedia.org/w/index.php?title=Osaka_Yukioka_College_of_Health_Science&action=edit&redlink=1,college,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Otemon Gakuin University,https://en.wikipedia.org/wiki/Otemon_Gakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Senri Kinran University,https://en.wikipedia.org/wiki/Senri_Kinran_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Setsunan University,https://en.wikipedia.org/wiki/Setsunan_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shijonawate Gakuen University,https://en.wikipedia.org/wiki/Shijonawate_Gakuen_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Soai University,https://en.wikipedia.org/wiki/Soai_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Jumonji University,https://en.wikipedia.org/wiki/Jumonji_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Taisei Gakuin University,https://en.wikipedia.org/wiki/Taisei_Gakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Takarazuka University,https://en.wikipedia.org/wiki/Takarazuka_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Tezukayama Gakuin University,https://en.wikipedia.org/wiki/Tezukayama_Gakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Tokiwakai Gakuen University,https://en.wikipedia.org/wiki/Tokiwakai_Gakuen_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Yamato University,https://en.wikipedia.org/w/index.php?title=Yamato_University&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nishikyushu University,https://en.wikipedia.org/wiki/Nishikyushu_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Saga University,https://en.wikipedia.org/wiki/Saga_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Bunri University of Hospitality,https://en.wikipedia.org/wiki/Bunri_University_of_Hospitality,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Heisei International University,https://en.wikipedia.org/wiki/Heisei_International_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Japan University of Health Sciences,https://en.wikipedia.org/wiki/Japan_University_of_Health_Sciences,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Josai University,https://en.wikipedia.org/wiki/Josai_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Tohto University,https://en.wikipedia.org/wiki/Tohto_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Gakushuin University,https://en.wikipedia.org/wiki/Gakushuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
University of Human Arts and Sciences,https://en.wikipedia.org/wiki/University_of_Human_Arts_and_Sciences,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shizuoka Graduate University of Public Health,https://en.wikipedia.org/w/index.php?title=Shizuoka_Graduate_University_of_Public_Health&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shizuoka Professional University of Agriculture,https://en.wikipedia.org/w/index.php?title=Shizuoka_Professional_University_of_Agriculture&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shizuoka Sangyo University,https://en.wikipedia.org/wiki/Shizuoka_Sangyo_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shizuoka University,https://en.wikipedia.org/wiki/Shizuoka_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shizuoka University of Art and Culture,https://en.wikipedia.org/wiki/Shizuoka_University_of_Art_and_Culture,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shizuoka University of Welfare,https://en.wikipedia.org/wiki/Shizuoka_University_of_Welfare,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Tokoha University,https://en.wikipedia.org/wiki/Tokoha_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
University of Shizuoka,https://en.wikipedia.org/wiki/University_of_Shizuoka,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Ashikaga University,https://en.wikipedia.org/w/index.php?title=Ashikaga_University&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Bunsei University of Art,https://en.wikipedia.org/wiki/Bunsei_University_of_Art,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Hakuoh University,https://en.wikipedia.org/wiki/Hakuoh_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
International University of Health And Welfare,https://en.wikipedia.org/wiki/International_University_of_Health_And_Welfare,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Jichi Medical University,https://en.wikipedia.org/wiki/Jichi_Medical_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Sakushin Gakuin University,https://en.wikipedia.org/wiki/Sakushin_Gakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Utsunomiya Kyowa University,https://en.wikipedia.org/wiki/Utsunomiya_Kyowa_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Utsunomiya University,https://en.wikipedia.org/wiki/Utsunomiya_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Naruto University of Education,https://en.wikipedia.org/wiki/Naruto_University_of_Education,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shikoku University,https://en.wikipedia.org/wiki/Shikoku_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Tokushima Bunri University,https://en.wikipedia.org/wiki/Tokushima_Bunri_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Tokushima University,https://en.wikipedia.org/wiki/Tokushima_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Advanced Institute of Industrial Technology,https://en.wikipedia.org/wiki/Advanced_Institute_of_Industrial_Technology,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Aoyama Gakuin University,https://en.wikipedia.org/wiki/Aoyama_Gakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shizuoka Institute of Science and Technology,https://en.wikipedia.org/wiki/Shizuoka_Institute_of_Science_and_Technology,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Seirei Christopher University,https://en.wikipedia.org/wiki/Seirei_Christopher_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Urawa University,https://en.wikipedia.org/wiki/Urawa_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Hamamatsu University School of Medicine,https://en.wikipedia.org/wiki/Hamamatsu_University_School_of_Medicine,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Biwako Professional University of Rehabilitation,https://en.wikipedia.org/w/index.php?title=Biwako_Professional_University_of_Rehabilitation&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Hitotsubashi University,https://en.wikipedia.org/wiki/Hitotsubashi_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Digital Hollywood University,https://en.wikipedia.org/wiki/Digital_Hollywood_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Daito Bunka University,https://en.wikipedia.org/wiki/Daito_Bunka_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Chuo University,https://en.wikipedia.org/wiki/Chuo_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Business Breakthrough University,https://en.wikipedia.org/w/index.php?title=Business_Breakthrough_University&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Bunkyo University,https://en.wikipedia.org/wiki/Bunkyo_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Bunkyo Gakuin University,https://en.wikipedia.org/wiki/Bunkyo_Gakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Bunka Gakuen University,https://en.wikipedia.org/wiki/Bunka_Gakuen_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Atomi University,https://en.wikipedia.org/wiki/Atomi_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nagahama Institute of Bio-Science and Technology,https://en.wikipedia.org/wiki/Nagahama_Institute_of_Bio-Science_and_Technology,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Seian University of Art And Design,https://en.wikipedia.org/wiki/Seian_University_of_Art_And_Design,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University of Arts,https://en.wikipedia.org/wiki/Osaka_University_of_Arts,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Asia University,https://en.wikipedia.org/wiki/Asia_University_(Japan),university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Seisen University,https://en.wikipedia.org/wiki/Seisen_University_(Shiga),university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shiga University,https://en.wikipedia.org/wiki/Shiga_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shiga University of Medical Science,https://en.wikipedia.org/wiki/Shiga_University_of_Medical_Science,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
The University of Shiga Prefecture,https://en.wikipedia.org/wiki/The_University_of_Shiga_Prefecture,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shimane University,https://en.wikipedia.org/wiki/Shimane_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
The University of Shimane,https://en.wikipedia.org/wiki/University_of_Shimane,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Hamamatsu Gakuin University,https://en.wikipedia.org/wiki/Hamamatsu_Gakuin_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University of Commerce,https://en.wikipedia.org/wiki/Osaka_University_of_Commerce,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Kansai University of Welfare Sciences,https://en.wikipedia.org/wiki/Kansai_University_of_Welfare_Sciences,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Osaka University,https://en.wikipedia.org/wiki/Osaka_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Joetsu University of Education,https://en.wikipedia.org/wiki/Joetsu_University_of_Education,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Keiwa College,https://en.wikipedia.org/wiki/Keiwa_College,college,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nagaoka Institute of Design,https://en.wikipedia.org/wiki/Nagaoka_Institute_of_Design,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nagaoka Sutoku University,https://en.wikipedia.org/w/index.php?title=Nagaoka_Sutoku_University&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nagaoka University,https://en.wikipedia.org/wiki/Nagaoka_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nagaoka University of Technology,https://en.wikipedia.org/wiki/Nagaoka_University_of_Technology,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata College of Nursing,https://en.wikipedia.org/wiki/Niigata_College_of_Nursing,college,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata Institute of Technology,https://en.wikipedia.org/wiki/Niigata_Institute_of_Technology,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata Sangyo University,https://en.wikipedia.org/wiki/Niigata_Sangyo_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata Seiryo University,https://en.wikipedia.org/wiki/Niigata_Seiryo_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata University,https://en.wikipedia.org/wiki/Niigata_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata University of Health and Welfare,https://en.wikipedia.org/wiki/Niigata_University_of_Health_and_Welfare,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata University of International and Information Studies,https://en.wikipedia.org/wiki/Niigata_University_of_International_and_Information_Studies,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata University of Management,https://en.wikipedia.org/wiki/Niigata_University_of_Management,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata University of Pharmacy and Applied Life Sciences,https://en.wikipedia.org/wiki/Niigata_University_of_Pharmacy_and_Applied_Life_Sciences,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Niigata University of Rehabilitation,https://en.wikipedia.org/w/index.php?title=Niigata_University_of_Rehabilitation&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Sanjo City University,https://en.wikipedia.org/w/index.php?title=Sanjo_City_University&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
University of Niigata Prefecture,https://en.wikipedia.org/wiki/University_of_Niigata_Prefecture,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Beppu University,https://en.wikipedia.org/wiki/Beppu_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nippon Bunri University,https://en.wikipedia.org/wiki/Nippon_Bunri_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Oita University,https://en.wikipedia.org/wiki/Oita_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Oita University of Nursing and Health Sciences,https://en.wikipedia.org/wiki/Oita_University_of_Nursing_and_Health_Sciences,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Kaishi Professional University,https://en.wikipedia.org/w/index.php?title=Kaishi_Professional_University&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
International University of Japan,https://en.wikipedia.org/wiki/International_University_of_Japan,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
International Pacific University,https://en.wikipedia.org/wiki/International_Pacific_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Graduate Institute for Entrepreneurial Studies,https://en.wikipedia.org/wiki/Graduate_Institute_for_Entrepreneurial_Studies,institute,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Nagano University of Health and Medicine,https://en.wikipedia.org/w/index.php?title=Nagano_University_of_Health_and_Medicine&action=edit&redlink=1,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Saku University,https://en.wikipedia.org/wiki/Saku_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Seisen Jogakuin College,https://en.wikipedia.org/wiki/Seisen_Jogakuin_College,college,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Shinshu University,https://en.wikipedia.org/wiki/Shinshu_University,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
Suwa University of Science,https://en.wikipedia.org/wiki/Suwa_University_of_Science,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
The University of Nagano,https://en.wikipedia.org/wiki/University_of_Nagano,university,https://en.wikipedia.org/wiki/List_of_universities_in_Japan,0.8,list_extraction,
